開課年度,開課學期,校碼,校名,課程名稱,英文名稱,學院名稱,系所名稱,學程名稱,年級,開課老師,學分數,修課人數,學制_,必選修_
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,楊吉水,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳俊顯,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,李弘文,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳  平,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,鄭原忠,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,邱靜雯,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,戴桓青,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,詹益慈,1,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,王宗興,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,廖尉斯,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳浩銘,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,徐丞志,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,林志民,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳玉如,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題研究一,Research Training for Junior (Ⅰ),理學院,化學系,,3,陳逸聰,3,13,學士班(含第二部),選修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,汪根欉,1,7,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,彭旭明,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,汪根欉,1,6,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,牟中原,1,9,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,方俊民,1,9,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,方俊民,1,7,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,徐丞志,1,8,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,陳昭岑,1,7,學士班(含第二部),必修
105,1,3,國立臺灣大學,書報討論,Seminar (b.s.),理學院,化學系,,4,徐丞志,1,8,學士班(含第二部),必修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,林金全,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,方俊民,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,鄭淑芬,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,張煥宗,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,劉如熹,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,金必耀,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,陳昭岑,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,邱勝賢,1,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,陸駿逸,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,楊吉水,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,陳俊顯,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,李弘文,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,陳  平,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,戴桓青,1,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,詹益慈,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,王宗興,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,陳浩銘,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題討論一,Seminar for Special Topics (Ⅰ),理學院,化學系,,4,徐丞志,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,林金全,3,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題研究,Topical Research,理學院,物理所,,0,黃斯衍,1,2,碩士班,選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,方俊民,3,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,鄭淑芬,3,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,張煥宗,3,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,劉如熹,3,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,金必耀,3,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,陳昭岑,3,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,邱勝賢,3,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,陸駿逸,3,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大四專題研究一,Research Training for Senior (Ⅰ),理學院,化學系,,4,楊吉水,3,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,行動媒體設計,Mobile Media Design,生農學院,生傳發展系,,0,王俊傑,3,15,學士班(含第二部),選修
105,1,3,國立臺灣大學,傳播媒體實習,Practice of media,生農學院,生傳發展系,,0,林如森,3,7,學士班(含第二部),選修
105,1,3,國立臺灣大學,農業組織實習,Agriculture Organization of the internship,生農學院,生傳發展系,,0,林如森,3,6,學士班(含第二部),選修
105,1,3,國立臺灣大學,六級產業體驗,Experience of Sixth Industry,生農學院,生傳發展系,,0,王淑美,3,9,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題研究一,Independent Study (Ⅰ),生農學院,生傳發展系,,0,岳修平,2,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題研究一,Independent Study (Ⅰ),生農學院,生傳發展系,,0,陳玉華,2,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題研究一,Independent Study (Ⅰ),生農學院,生傳發展系,,0,王淑美,2,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題研究一,Independent Study (Ⅰ),生農學院,生傳發展系,,0,彭立沛,2,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,人口與發展,Population and Development,生農學院,生傳發展系,,0,陳玉華,3,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,永續社會發展,Sustainable Social Development,生農學院,生傳發展系,,0,王俊豪,3,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,鄉村休閒,Rural Leisure,生農學院,生傳發展系,,0,王俊豪,3,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,品牌識別與包裝設計,Brand identity & Packaging Design,生農學院,生傳發展系,,0,周穆謙,3,16,學士班(含第二部),選修
105,1,3,國立臺灣大學,微積分甲上,Calculus (general Mathematics) (a)(1),生農學院,生物機電系,,1,蔡雅如,4,126,學士班(含第二部),必修
105,1,3,國立臺灣大學,微積分甲上,Calculus (general Mathematics) (a)(1),生農學院,生物機電系,,1,劉瓊如,4,88,學士班(含第二部),必修
105,1,3,國立臺灣大學,普通物理學甲上,General Physics (a)(1),生農學院,生物機電系,,1,王建萬,3,41,學士班(含第二部),必修
105,1,3,國立臺灣大學,普通物理學實驗上,General Physics Lab. (1),生農學院,生物機電系,,1,龐寧寧,1,45,學士班(含第二部),必修
105,1,3,國立臺灣大學,服務學習一,Student Service Education (Ⅰ),生農學院,生物機電系,,1,李允中,0,20,學士班(含第二部),必修
105,1,3,國立臺灣大學,生物產業機電工程概論,Introduction to  Bio-industrial Mechatronics Engineering,生農學院,生物機電系,,1,陳世芳,1,49,學士班(含第二部),必修
105,1,3,國立臺灣大學,工程圖學與電腦製圖,Engineering Drawing and Computer-aided Design,生農學院,生物機電系,,1,朱元南,1,49,學士班(含第二部),必修
105,1,3,國立臺灣大學,計算機程式語言,Computer Programming Language,生農學院,生物機電系,,1,林達德,2,67,學士班(含第二部),必修
105,1,3,國立臺灣大學,普通生物學丙,General  Biology (c),生農學院,生物機電系,,1,黃偉邦鄭秋萍黃筱鈞,3,115,學士班(含第二部),必修
105,1,3,國立臺灣大學,服務學習二,Student Service Education (Ⅱ),生農學院,生物機電系,,2,葉仲基,0,19,學士班(含第二部),必修
105,1,3,國立臺灣大學,工程數學一,Engineering Mathematics (Ⅰ),生農學院,生物機電系,,2,陳世銘,3,55,學士班(含第二部),必修
105,1,3,國立臺灣大學,應用力學二,Applied Mechanics (Ⅱ),生農學院,生物機電系,,2,陳世芳,2,46,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,李允中,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,顏炳郎,1,6,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,盧彥文,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,謝博全,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,葉仲基,1,6,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,周呈霙,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,黃振康,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,機械工作法實習,Machine Shop Practice,生農學院,生物機電系,,2,廖國基,1,5,學士班(含第二部),必修
105,1,3,國立臺灣大學,物理化學,Physical Chemistry,生農學院,生物機電系,,2,周呈霙陳力騏陳林祈,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,電工學與實習,Electrical Engineering and Laboratory,生農學院,生物機電系,,2,陳倩瑜,3,40,學士班(含第二部),必修
105,1,3,國立臺灣大學,熱力學(一),Thermodynamics (Ⅰ),生農學院,生物機電系,,3,周呈霙,3,41,學士班(含第二部),必修
105,1,3,國立臺灣大學,工程材料,Engineering Materials,生農學院,生物機電系,,3,陳洵毅侯詠德,2,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,感測器原理與應用-機電整,Principles and Applications of Sensors-Mechatornics (2),生農學院,生物機電系,,3,鄭宗記,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,自動控制,Automatic Control,生農學院,生物機電系,,3,江昭皚,3,50,學士班(含第二部),必修
105,1,3,國立臺灣大學,熱傳學,Heat Transfer,生農學院,生物機電系,,4,陳洵毅,3,32,學士班(含第二部),必修
105,1,3,國立臺灣大學,機電整合與系統設計-機電,Mechatronics and System Design-Mechatronics (4),生農學院,生物機電系,,4,周瑞仁,3,31,學士班(含第二部),必修
105,1,3,國立臺灣大學,學士專題一,Thesis for Undergraduate (Ⅰ),生農學院,生物機電系,,4,陳倩瑜,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,學士專題一,Thesis for Undergraduate (Ⅰ),生農學院,生物機電系,,4,陳林祈,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,學士專題一,Thesis for Undergraduate (Ⅰ),生農學院,生物機電系,,4,顏炳郎,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,學士專題一,Thesis for Undergraduate (Ⅰ),生農學院,生物機電系,,4,郭彥甫,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,生物實驗室系統晶片,Lab on a Chip,生農學院,生物機電系,,0,黃榮山盧彥文,3,10,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,王淑珍,1,14,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,林淑怡,1,18,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,丁詩同,1,21,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,官俊榮,1,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,陳政位,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗一,Hand-on Experience of Modern Agriculture (Ⅰ),生農學院,生物機電系,,0,黃文達莊汶博,1,20,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗二,Hand-on Experience of Modern Agriculture (Ⅱ),生農學院,生物機電系,,0,葉德銘,1,15,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗二,Hand-on Experience of Modern Agriculture (Ⅱ),生農學院,生物機電系,,0,黃文達,1,5,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗二,Hand-on Experience of Modern Agriculture (Ⅱ),生農學院,生物機電系,,0,賴喜美,1,13,學士班(含第二部),選修
105,1,3,國立臺灣大學,網球初級,Tennis-basic,全校共同,體育室,,2,王澤惠,1,27,學士班(含第二部),必修
105,1,3,國立臺灣大學,現代農業體驗二,Hand-on Experience of Modern Agriculture (Ⅱ),生農學院,生物機電系,,0,李允中,1,9,學士班(含第二部),選修
105,1,3,國立臺灣大學,現代農業體驗二,Hand-on Experience of Modern Agriculture (Ⅱ),生農學院,生物機電系,,0,林淑怡,1,8,學士班(含第二部),選修
