開課年度,開課學期,校碼,校名,課程名稱,英文名稱,學院名稱,系所名稱,學程名稱,年級,開課老師,學分數,修課人數,學制_,必選修_
105,1,3,國立臺灣大學,英文(附一小時英聽)一,Freshman English (with 1-hour Aural Training)(Ⅰ),文學院,外文系,,0,廖勇超廖勇超廖勇超,3,36,學士班(含第二部),必修
105,1,3,國立臺灣大學,英文(附一小時英聽)一,Freshman English (with 1-hour Aural Training)(Ⅰ),文學院,外文系,,0,施純宜施純宜施純宜,3,34,學士班(含第二部),必修
105,1,3,國立臺灣大學,經濟學英文寫作基礎,Fundamental English Writing for Economics,社會科學院,經濟所,,0,江介維,3,26,學士班(含第二部),選修
105,1,3,國立臺灣大學,高等統計學,Advanced Statistics,社會科學院,經濟所,,0,林金龍,3,14,學士班(含第二部),選修
105,1,3,國立臺灣大學,環境經濟學二,Environmental Economics (Ⅱ),社會科學院,經濟所,,0,宋玉生,3,8,學士班(含第二部),選修
105,1,3,國立臺灣大學,經濟成長理論一,Economic Growth Theory (Ⅰ),社會科學院,經濟所,,0,陳明郎,3,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,金融與產業實務課程,The Practice of Financial Sector and Industry,社會科學院,經濟所,,0,林明仁,2,74,學士班(含第二部),選修
105,1,3,國立臺灣大學,分析導論一,Introduction to Mathematical Analysis(Ⅰ),社會科學院,經濟所,,0,王藹農,5,17,學士班(含第二部),選修
105,1,3,國立臺灣大學,線性代數一,Linear Algebra(Ⅰ),社會科學院,經濟所,,0,陳其誠,4,16,學士班(含第二部),選修
105,1,3,國立臺灣大學,產業組織三,Industrial Organization (Ⅲ),社會科學院,經濟所,,0,鄭秀玲,3,9,學士班(含第二部),選修
105,1,3,國立臺灣大學,產業組織導論,Introduction to Industrial Organization,社會科學院,經濟所,,0,朱建達,3,12,學士班(含第二部),選修
105,1,3,國立臺灣大學,經濟組織,Economic Organizations,社會科學院,經濟所,,0,古慧雯,2,16,學士班(含第二部),選修
105,1,3,國立臺灣大學,金融市場與衍生性商品,Financial Market and Derivatives,社會科學院,經濟所,,0,吳儀玲,3,61,學士班(含第二部),選修
105,1,3,國立臺灣大學,法律經濟學概論,Introduction to Law Economics,社會科學院,經濟所,,0,陳恭平,2,14,學士班(含第二部),選修
105,1,3,國立臺灣大學,內生性計量經濟分析,Econometric Analysis of Endogeneity,社會科學院,經濟所,,0,陳釗而,3,10,學士班(含第二部),選修
105,1,3,國立臺灣大學,經濟數學,Mathematics for Economists,社會科學院,經濟所,,0,周建富,3,16,學士班(含第二部),選修
105,1,3,國立臺灣大學,專題討論-個體經濟、產業,"Seminar- Microeconomics, Industrial Organization  and Trade (Ⅰ)",社會科學院,經濟所,,0,王道一,1,12,碩士班,必修
105,1,3,國立臺灣大學,專題討論─經濟史一,Seminar ─economic History (Ⅰ),社會科學院,經濟所,,0,樊家忠,1,25,碩士班,必修
105,1,3,國立臺灣大學,專題討論─貨幣與總體一,Seminar ─ Money and Macroeconomics (Ⅰ),社會科學院,經濟所,,0,王泓仁,1,17,碩士班,必修
105,1,3,國立臺灣大學,數量方法入門,Introduction to Quautitative Methods,社會科學院,經濟所,,0,陳俊廷,2,62,碩士班,必修
105,1,3,國立臺灣大學,個體經濟理論一,Microeconomic Theory (Ⅰ),社會科學院,經濟所,,0,馮勃翰吳亨德,4,72,碩士班,必修
105,1,3,國立臺灣大學,總體經濟理論一,Macroeconomic Theory (Ⅰ),社會科學院,經濟所,,0,毛慶生蔡宜展,4,69,碩士班,必修
105,1,3,國立臺灣大學,計量經濟理論一,Econometric Theory (Ⅰ),社會科學院,經濟所,,0,李宗穎朱建達,4,39,碩士班,必修
105,1,3,國立臺灣大學,計量經濟理論一,Econometric Theory (Ⅰ),社會科學院,經濟所,,0,管中閔,4,29,碩士班,必修
105,1,3,國立臺灣大學,消費社會學專題,Seminar on Sociology Consumption,社會科學院,社會所,,0,李明璁,3,6,碩士班,選修
105,1,3,國立臺灣大學,論文研究寫作,Thesis Research and Writing,社會科學院,社會所,,0,蕭新煌,3,2,碩士班,選修
105,1,3,國立臺灣大學,高級社會統計,Advanced Social Statistics,社會科學院,社會所,,0,柯志哲,3,16,碩士班,必修
105,1,3,國立臺灣大學,經濟社會學專題討論,Seminar on Economic Sociology,社會科學院,社會所,,0,柯志哲,3,7,碩士班,選修
105,1,3,國立臺灣大學,古典社會學理論,Classical Sociological Theory,社會科學院,社會所,,0,黃克先,3,15,碩士班,必修
105,1,3,國立臺灣大學,制度論與歷史社會學專題,Seminar on Institutionalism and Historical Sociology,社會科學院,社會所,,0,林國明,3,9,碩士班,選修
105,1,3,國立臺灣大學,全球資本主義,Global Capitalism,社會科學院,社會所,,0,簡妤儒,3,9,碩士班,選修
105,1,3,國立臺灣大學,師生研究討論一,Pro-seminar (Ⅰ),社會科學院,社會所,,0,簡妤儒,1,17,碩士班,必修
105,1,3,國立臺灣大學,比較社會學與方法,Comparative Sociology and Methods,社會科學院,社會所,,0,劉華真,3,6,碩士班,選修
105,1,3,國立臺灣大學,性別與工作,Gender and Work,社會科學院,社會所,,0,郭貞蘭,3,7,學士班(含第二部),選修
105,1,3,國立臺灣大學,福利人口學,Welfare Demography,社會科學院,社會所,,0,薛承泰,3,15,學士班(含第二部),選修
105,1,3,國立臺灣大學,科技與社會研究,"Science, Technology and Society",社會科學院,社會所,,0,朱有田吳嘉苓,3,29,學士班(含第二部),選修
105,1,3,國立臺灣大學,社會學方法專題討論,Special Topic of Sociological Methods,社會科學院,社會所,,0,陳東升汪宏倫,3,2,博士班,選修
105,1,3,國立臺灣大學,師生研究討論一,Pro-seminar (Ⅰ),社會科學院,社會所,,0,簡妤儒,1,17,碩士班,必修
105,1,3,國立臺灣大學,福利人口學,Welfare Demography,社會科學院,社工所,,0,薛承泰,3,15,學士班(含第二部),選修
105,1,3,國立臺灣大學,社會工作理論,Social Work Theory,社會科學院,社工所,,0,陳怡?,3,17,碩士班,必修
105,1,3,國立臺灣大學,高級社會統計,Advanced Social Statistics,社會科學院,社工所,,0,趙曉芳,3,21,碩士班,選修
105,1,3,國立臺灣大學,社會服務民營化專題討論,Seminar on the Privatization of Social Services,社會科學院,社工所,,0,劉淑瓊,3,8,碩士班,選修
105,1,3,國立臺灣大學,社區資源管理,Community Resource Management,社會科學院,社工所,,0,楊培珊,3,5,碩士班,選修
105,1,3,國立臺灣大學,福利國家經濟分析,Economic Analysis of the Welfare State,社會科學院,社工所,,0,蔡貞慧,3,3,碩士班,選修
105,1,3,國立臺灣大學,家庭系統學,Family Systems,社會科學院,社工所,,0,沈瓊桃,3,11,碩士班,選修
105,1,3,國立臺灣大學,性別與暴力專題討論,Seminar on Gender and Violence,社會科學院,社工所,,0,王麗容,3,6,碩士班,選修
105,1,3,國立臺灣大學,都市健康與多元文化,Multicultural Health in Urban Settings,社會科學院,社工所,,0,張心潔陳怡?,3,9,學士班(含第二部),選修
105,1,3,國立臺灣大學,獨立研究,Independent Study,社會科學院,社工所,,0,陳毓文,2,1,博士班,選修
105,1,3,國立臺灣大學,獨立研究,Independent Study,社會科學院,社工所,,0,鄭麗珍,2,2,博士班,選修
105,1,3,國立臺灣大學,全球化與福利國家,Globalization and Welfare States,社會科學院,社工所,,0,林萬億,3,4,博士班,選修
105,1,3,國立臺灣大學,家庭社會工作研究專題,Saminar on Social Work with Families,社會科學院,社工所,,0,鄭麗珍,3,11,博士班,選修
105,1,3,國立臺灣大學,社會科學方法論,Seminar on Methodology of Social Sciences,社會科學院,國發所,,0,張志銘陳顯武,2,29,碩士班在職專班,必修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,葉國俊,1,2,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,唐代彪,1,2,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,周桂田,1,6,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,施世駿,1,2,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,陳顯武,1,8,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,邱榮舉,1,2,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,周繼祥,1,2,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,陳明通,1,6,碩士班在職專班,選修
105,1,3,國立臺灣大學,專題研究一,Special Topics (Ⅰ),社會科學院,國發所,,0,張志銘,1,3,碩士班在職專班,選修
105,1,3,國立臺灣大學,國家認同與族群專題,Seminar on National Identity and Ethnic Issues,社會科學院,國發所,,0,陳明通,2,43,碩士班在職專班,選修
105,1,3,國立臺灣大學,公共政策與國家治理專題,Seminar on Public Policy and Governance,社會科學院,國發所,,0,邱榮舉陳德禹,2,15,碩士班在職專班,選修
105,1,3,國立臺灣大學,經濟發展與政策專題,Seminar on Economic Development and Policies,社會科學院,國發所,,0,周治邦,2,20,碩士班在職專班,選修
105,1,3,國立臺灣大學,政府決策與府會關係專題,Seminar on Policy Decision and Intergovernmental Relations,社會科學院,國發所,,0,陳明通,2,28,碩士班在職專班,選修
105,1,3,國立臺灣大學,兩岸關係與區域政治專題,Seminar on Cross-strait Relations and Regional Politics,社會科學院,國發所,,0,周繼祥吳秀玲,2,16,碩士班在職專班,選修
105,1,3,國立臺灣大學,中國大陸法政專題,Seminar on PRC's Law and Politics,社會科學院,國發所,,0,陳顯武,2,22,碩士班在職專班,選修
105,1,3,國立臺灣大學,中國大陸經社專題,Seminar on China's Economic and Social Development,社會科學院,國發所,,0,唐代彪,2,21,碩士班在職專班,選修
105,1,3,國立臺灣大學,通訊傳播實務研究,Practical Study of Communications,社會科學院,國發所,,0,翁曉玲鍾起惠,2,14,碩士班在職專班,選修
105,1,3,國立臺灣大學,跨領域論壇專題討論(一),Interdisciplinary Seminar(Ⅰ),社會科學院,國發所,,0,陳明通,1,1,碩士班在職專班,選修
105,1,3,國立臺灣大學,台灣的經濟發展專題,Special Topic on Taiwans Economic Development,社會科學院,國發所,,0,周治邦,2,10,碩士班,必修
105,1,3,國立臺灣大學,國家發展理論與政策專題,Seminar on Theories and Policies of National Development,社會科學院,國發所,,0,周嘉辰,3,27,碩士班,必修
105,1,3,國立臺灣大學,統計方法與應用,The Method and Application of Statistics,社會科學院,國發所,,0,辛炳隆,3,40,碩士班,必修
105,1,3,國立臺灣大學,東亞文化與思想專題,Seminar on East Asian Cultures and Thoughts,社會科學院,國發所,,0,黃俊傑張崑將李宥霆,3,19,碩士班,必修
105,1,3,國立臺灣大學,歐洲經濟貨幣整合,European Economic and Monetary Integration,社會科學院,國發所,,0,葉國俊,2,15,碩士班,必修
105,1,3,國立臺灣大學,近代日本思想專題,Seminar or Modern Japanese Thought,社會科學院,國發所,,0,李宥霆,3,11,碩士班,必修
105,1,3,國立臺灣大學,韓日儒學史專題,Seminar on the Confucian History in Korea and Japan,社會科學院,國發所,,0,姜智恩,3,15,碩士班,必修
105,1,3,國立臺灣大學,現階段大陸政策分析專題,Seminar on Analysis of Current Policy Toward the Chinese Mainland,社會科學院,國發所,,0,陳明通,2,40,學士班(含第二部),必修
105,1,3,國立臺灣大學,區域研究方法論專題,Seminar on Area Studies,社會科學院,國發所,,0,葛永光,2,12,學士班(含第二部),必修
105,1,3,國立臺灣大學,中華人民共和國法制專題,Seminar on Mainland Chinas Legal System,社會科學院,國發所,,0,陳顯武,2,29,學士班(含第二部),必修
105,1,3,國立臺灣大學,科技政治與科技決策專題,Technological Politics and Decision-making,社會科學院,國發所,,0,周桂田,2,13,學士班(含第二部),必修
105,1,3,國立臺灣大學,生理學,Physiology,電機學院,生醫電資所,,0,林則彬,3,53,學士班(含第二部),選修
105,1,3,國立臺灣大學,微波電路,Theory of Microwave Circuits and Devices,電機學院,生醫電資所,,0,瞿大雄,3,54,學士班(含第二部),選修
105,1,3,國立臺灣大學,計算機容錯,Fault Tolerant Computing,電機學院,生醫電資所,,0,郭斯彥,3,11,學士班(含第二部),選修
105,1,3,國立臺灣大學,隨機程序及應用,Stochastic Processes and Applications,電機學院,生醫電資所,,0,鐘嘉德,3,53,學士班(含第二部),選修
105,1,3,國立臺灣大學,電腦輔助分析與最佳化,Computer Aided Analysis & Optimization of Integrated Circuit,電機學院,生醫電資所,,0,陳中平,3,14,學士班(含第二部),選修
105,1,3,國立臺灣大學,演算法,The Design and Analysis of Algorithms,電機學院,生醫電資所,,0,陳和麟,3,158,學士班(含第二部),選修
105,1,3,國立臺灣大學,機器學習,Machine Learning,電機學院,生醫電資所,,0,李宏毅林宗男,3,256,學士班(含第二部),選修
105,1,3,國立臺灣大學,醫學工程導論,Fundamentals of Biomedical Engineering,電機學院,生醫電資所,,0,宋孔彬林啟萬陳志宏管傑雄郭柏齡黃念祖林致廷李百祺鍾孝文莊曜宇,3,54,學士班(含第二部),選修
105,1,3,國立臺灣大學,醫學影像系統,Medical Imaging Systems,電機學院,生醫電資所,,0,陳志宏陳中明,3,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,生物晶片技術概論,Introduction of Biochip Technologies,電機學院,生醫電資所,,0,莊曜宇賴亮全蔡孟勳,3,21,學士班(含第二部),選修
105,1,3,國立臺灣大學,類比積體電路,Analog Integrated Circuit,電機學院,生醫電資所,,0,李致毅,3,73,學士班(含第二部),選修
105,1,3,國立臺灣大學,核磁共振影像實驗,Magnetic Resonance Imaging Lab,電機學院,生醫電資所,,0,陳志宏,3,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,生醫光譜與光學影像技術,Biomedical Optical Spectroscopy and Imaging Techniques,電機學院,生醫電資所,,0,宋孔彬,3,10,學士班(含第二部),選修
105,1,3,國立臺灣大學,光電電磁學,Optoelectronic Electromagnetics,電機學院,生醫電資所,,0,林晃巖,3,33,學士班(含第二部),選修
105,1,3,國立臺灣大學,數位訊號處理架構設計,Digital Signal Processing in Vlsi Design,電機學院,生醫電資所,,0,簡韶逸,3,86,學士班(含第二部),選修
105,1,3,國立臺灣大學,簡報製作與表達,Presentation and Communication Skills,電機學院,生醫電資所,,0,葉丙成,3,68,學士班(含第二部),選修
105,1,3,國立臺灣大學,軟體測試,Software Testing,電機學院,生醫電資所,,0,王  凡,3,16,學士班(含第二部),選修
105,1,3,國立臺灣大學,作業系統,Operating Systems,電機學院,生醫電資所,,0,王  凡,3,47,學士班(含第二部),選修
105,1,3,國立臺灣大學,生物序列分析演算法,Algorithms for Analyzing Biological Sequences,電機學院,生醫電資所,,0,趙坤茂,3,47,學士班(含第二部),選修
105,1,3,國立臺灣大學,電腦視覺,Computer Vision,電機學院,生醫電資所,,0,傅楸善,3,169,學士班(含第二部),選修
105,1,3,國立臺灣大學,醫學影像處理,Medical Image Processing,電機學院,生醫電資所,,0,張瑞峰,3,23,學士班(含第二部),選修
105,1,3,國立臺灣大學,化學資訊,Cheminformatics,電機學院,生醫電資所,,0,曾宇鳳,3,10,學士班(含第二部),選修
105,1,3,國立臺灣大學,平行與分散式程式設計,Parallel and Distributed Programming,電機學院,生醫電資所,,0,洪士灝,3,36,學士班(含第二部),選修
105,1,3,國立臺灣大學,半導體光學,Semiconductor Optics,電機學院,生醫電資所,,0,彭隆瀚,3,12,學士班(含第二部),選修
105,1,3,國立臺灣大學,光學,Optics,電機學院,生醫電資所,,0,王  倫,3,9,學士班(含第二部),選修
105,1,3,國立臺灣大學,固態雷射,Solid-state Lasers,電機學院,生醫電資所,,0,孫啟光,3,10,學士班(含第二部),選修
105,1,3,國立臺灣大學,奈米光機電系統,Optical Nano-electro-mechanical System,電機學院,生醫電資所,,0,蔡睿哲,3,27,學士班(含第二部),選修
105,1,3,國立臺灣大學,光學系統設計,Optical System Design,電機學院,生醫電資所,,0,蘇國棟,3,21,學士班(含第二部),選修
105,1,3,國立臺灣大學,晶體光子學,Crystal Photonics,電機學院,生醫電資所,,0,黃升龍,3,32,學士班(含第二部),選修
105,1,3,國立臺灣大學,光電儀測,Electro-optical Instrumentation,電機學院,生醫電資所,,0,林恭如,3,26,學士班(含第二部),選修
105,1,3,國立臺灣大學,固態照明,Solid State Lighting,電機學院,生醫電資所,,0,黃建璋,3,68,學士班(含第二部),選修
105,1,3,國立臺灣大學,光學傳播散射模擬,Simulation of Light Scattering and Propagation,電機學院,生醫電資所,,0,曾雪峰,3,7,學士班(含第二部),選修
105,1,3,國立臺灣大學,時頻分析和小波轉換,Time-frequency Analysis and Wavelet Transform,電機學院,生醫電資所,,0,丁建均,3,96,學士班(含第二部),選修
105,1,3,國立臺灣大學,物聯網導論,Introduction to the Internet of Things,電機學院,生醫電資所,,0,張進福,3,73,學士班(含第二部),選修
105,1,3,國立臺灣大學,專利舉發與侵害鑑定實務,Patent Opposition and Infringement,電機學院,生醫電資所,,0,呂學士,3,148,學士班(含第二部),選修
105,1,3,國立臺灣大學,電子束技術實習,Lab on E-beam Technology,電機學院,生醫電資所,,0,管傑雄,1,12,學士班(含第二部),選修
105,1,3,國立臺灣大學,醫療電子之臨床導入,Clinical Application of Medical Electronic Device,電機學院,生醫電資所,,0,林致廷,3,24,學士班(含第二部),選修
105,1,3,國立臺灣大學,人體潛能專題,Special Topics on Parapsychology,電機學院,生醫電資所,,0,李嗣涔,3,48,學士班(含第二部),選修
105,1,3,國立臺灣大學,生醫電子技術與臨床見習,Biomedical Electronic Technologies and Clinical Observations,電機學院,生醫電資所,,0,郭柏齡孫維仁邱銘章周迺寬成佳憲吳文超李百祺宋孔彬,3,22,學士班(含第二部),選修
105,1,3,國立臺灣大學,疾病實驗診斷與中醫辨證,Distinct Principles in the Diagnoses of Laboratory and Traditional Medic,電機學院,生醫電資所,,0,周迺寬,3,31,學士班(含第二部),選修
105,1,3,國立臺灣大學,蛋白體數據分析,Proteomics Data Analysis,電機學院,生醫電資所,,0,阮雪芬戴桓青,1,31,學士班(含第二部),選修
105,1,3,國立臺灣大學,生物系統模擬,Modeling and Simulation in Systems Biology,電機學院,生醫電資所,,0,魏安祺,3,13,學士班(含第二部),選修
105,1,3,國立臺灣大學,生物科學通論,Introduction of Biological Sciences,電機學院,生醫電資所,,0,莊曜宇朱有田李心予阮雪芬,4,117,學士班(含第二部),必修
105,1,3,國立臺灣大學,健康體適能,Health Related Physical Fitness,全校共同,體育室,,1,王學富,1,45,學士班(含第二部),必修
105,1,3,國立臺灣大學,分子內分泌學專題討論,Seminar  in  Molecular  Endocrinology,電機學院,生醫電資所,,0,李心予,1,9,碩士班,選修
105,1,3,國立臺灣大學,系統生物學專題討論,Seminar in Systems Biology,電機學院,生醫電資所,,0,阮雪芬,2,17,碩士班,選修
105,1,3,國立臺灣大學,分子生物與細胞學,Molecular and Cell Biology,電機學院,生醫電資所,生醫電資所,0,李心予李財坤周涵怡張孟基林乃君沈湯龍林詩舜陳示國,2,18,學士班(含第二部),選修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,李文鈺李文鈺李文鈺李文鈺,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,蔡璧名蔡璧名蔡璧名蔡璧名,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,徐聖心徐聖心徐聖心徐聖心,3,40,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,劉少雄劉少雄劉少雄劉少雄,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,謝佩芬謝佩芬謝佩芬謝佩芬,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,鄭毓瑜鄭毓瑜鄭毓瑜鄭毓瑜,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,梅家玲梅家玲梅家玲梅家玲,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,曹淑娟曹淑娟曹淑娟曹淑娟,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,高嘉謙高嘉謙高嘉謙高嘉謙,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,侯潔之侯潔之侯潔之侯潔之,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,黃啟書黃啟書黃啟書黃啟書,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,盧桂珍盧桂珍盧桂珍盧桂珍,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,陳翠英陳翠英陳翠英陳翠英,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,蔡祝青蔡祝青蔡祝青蔡祝青,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,許暉林許暉林許暉林許暉林,3,27,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,彭美玲彭美玲彭美玲彭美玲,3,41,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,羅鈴沛羅鈴沛羅鈴沛羅鈴沛,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,林宏佳林宏佳林宏佳林宏佳,3,34,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,劉正忠劉正忠劉正忠劉正忠,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,巫雪如巫雪如巫雪如巫雪如,3,48,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,曹美秀曹美秀曹美秀曹美秀,3,25,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,丁  亮丁  亮丁  亮丁  亮,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,趙飛鵬趙飛鵬趙飛鵬趙飛鵬,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,林永勝林永勝林永勝林永勝,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,蕭旭府蕭旭府蕭旭府蕭旭府,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,張俐盈張俐盈張俐盈張俐盈,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,潘少瑜潘少瑜潘少瑜潘少瑜,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,伍振勳伍振勳伍振勳伍振勳,3,43,學士班(含第二部),必修
105,1,3,國立臺灣大學,國文上,Freshman Chinese (1),文學院,中文系,,0,李存智李存智李存智李存智,3,43,學士班(含第二部),必修
105,2,3,國立臺灣大學,羽球中級,Badminton-intermediate,全校共同,體育室,,2,連家瑩,1,42,學士班(含第二部),必修
105,2,3,國立臺灣大學,跆拳道初級,Taekwondo for Beginner,全校共同,體育室,,2,陳君鳳,1,53,學士班(含第二部),必修
105,2,3,國立臺灣大學,書報討論,Seminar,醫學院,藥學所,,0,張嘉銓,1,3,碩士班,選修
105,2,3,國立臺灣大學,高爾夫初級,Golf-basic,全校共同,體育室,,2,簡坤鐘,1,19,學士班(含第二部),必修
105,2,3,國立臺灣大學,室內五人制足球初級,Beginning Futsal (indoor Soccer),全校共同,體育室,,2,楊裕隆,1,50,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗三,Chemistry Lab. (Ⅲ),理學院,化學系,,2,王宗興,2,18,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗三,Chemistry Lab. (Ⅲ),理學院,化學系,,2,劉緒宗,2,20,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗三,Chemistry Lab. (Ⅲ),理學院,化學系,,2,張煥宗,2,16,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗三,Chemistry Lab. (Ⅲ),理學院,化學系,,2,陳俊顯,2,19,學士班(含第二部),必修
105,1,3,國立臺灣大學,服務學習三,Student Service Education (Ⅲ),理學院,化學系,,3,羅禮強,0,18,學士班(含第二部),必修
105,1,3,國立臺灣大學,服務學習三,Student Service Education (Ⅲ),理學院,化學系,,3,江建文,0,10,學士班(含第二部),必修
105,1,3,國立臺灣大學,服務學習三,Student Service Education (Ⅲ),理學院,化學系,,3,詹益慈,0,14,學士班(含第二部),必修
105,1,3,國立臺灣大學,分析化學三,Analytical Chemistry (Ⅲ),理學院,化學系,,3,廖尉斯,3,35,學士班(含第二部),必修
105,1,3,國立臺灣大學,有機化學三,Organic Chemistry (Ⅲ),理學院,化學系,,3,梁文傑,3,56,學士班(含第二部),必修
105,1,3,國立臺灣大學,物理化學一-熱力學,Physical Chemistry (Ⅰ)-Thermodynamics,理學院,化學系,,3,牟中原,3,84,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗五,Chemistry Lab. (Ⅴ),理學院,化學系,,3,陳逸聰,2,37,學士班(含第二部),必修
105,1,3,國立臺灣大學,化學實驗五,Chemistry Lab. (Ⅴ),理學院,化學系,,3,鄭原忠,2,35,學士班(含第二部),必修
105,1,3,國立臺灣大學,無機化學一,Inorganic Chemistry (Ⅰ),理學院,化學系,,3,邱靜雯陳浩銘,3,79,學士班(含第二部),必修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳逸聰,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,彭旭明,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,林金全,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,方俊民,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,周必泰,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,羅禮強,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,金必耀,1,1,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陳昭岑,1,3,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,汪根欉,1,4,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,邱勝賢,1,2,學士班(含第二部),選修
105,1,3,國立臺灣大學,大三專題討論一,Seminar for Junior (Ⅰ),理學院,化學系,,3,陸駿逸,1,1,學士班(含第二部),選修
